,Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014","Mortality Rate, 1981*","Mortality Rate, 1982*","Mortality Rate, 1983*","Mortality Rate, 1984*","Mortality Rate, 1986*","Mortality Rate, 1987*","Mortality Rate, 1988*","Mortality Rate, 1989*","Mortality Rate, 1991*","Mortality Rate, 1992*","Mortality Rate, 1993*","Mortality Rate, 1994*","Mortality Rate, 1996*","Mortality Rate, 1997*","Mortality Rate, 1998*","Mortality Rate, 1999*","Mortality Rate, 2001*","Mortality Rate, 2002*","Mortality Rate, 2003*","Mortality Rate, 2004*","Mortality Rate, 2006*","Mortality Rate, 2007*","Mortality Rate, 2008*","Mortality Rate, 2009*","Mortality Rate, 2011*","Mortality Rate, 2012*","Mortality Rate, 2013*"
1990,"Northampton County, North Carolina",37131.0,615.2,555.37,480.46,438.94,402.19,344.87,288.52,281.8,"-54.19 (-57.90, -49.91)",603.2340000000002,591.268,579.302,567.336,540.388,525.406,510.424,495.442,472.156,463.852,455.548,447.244,431.59000000000003,424.24,416.89,409.54,390.726,379.262,367.798,356.334,333.6,322.33,311.06,299.79,287.176,285.832,284.488
1991,"Onslow County, North Carolina",37133.0,540.46,486.46,415.86,397.99,365.65,304.85,255.04,260.57,"-51.79 (-55.19, -47.89)",529.6600000000001,518.86,508.06,497.26,472.34000000000003,458.22,444.1,429.98,412.28600000000006,408.712,405.13800000000003,401.5640000000001,391.52200000000005,385.054,378.586,372.118,353.49,341.33,329.16999999999996,317.01,294.88800000000003,284.926,274.964,265.002,256.146,257.252,258.358
1992,"Orange County, North Carolina",37135.0,425.76,390.92,332.69,305.01,272.49,235.91,203.59,196.41,"-53.87 (-57.33, -50.44)",418.79200000000003,411.824,404.856,397.88800000000003,379.27400000000006,367.628,355.982,344.336,327.154,321.618,316.082,310.546,298.50600000000003,292.002,285.498,278.994,265.17400000000004,257.858,250.542,243.226,229.44600000000003,222.982,216.518,210.05400000000003,202.15400000000002,200.71800000000002,199.28199999999998
1993,"Pamlico County, North Carolina",37137.0,496.16,440.3,386.98,355.34,329.26,283.36,237.42,235.96,"-52.44 (-57.62, -46.59)",484.98800000000006,473.81600000000003,462.644,451.47200000000004,429.636,418.97200000000004,408.308,397.64400000000006,380.65200000000004,374.32399999999996,367.996,361.668,350.124,344.908,339.692,334.476,320.08000000000004,310.9,301.72,292.54,274.172,264.984,255.796,246.608,237.12800000000001,236.836,236.54399999999998
1994,"Pasquotank County, North Carolina",37139.0,543.0,506.19,454.82,426.27,403.78,349.41,306.91,304.9,"-43.85 (-48.09, -38.57)",535.638,528.2760000000001,520.914,513.552,495.916,485.642,475.368,465.094,449.11,443.4,437.68999999999994,431.98,421.77200000000005,417.274,412.77599999999995,408.278,392.906,382.032,371.158,360.284,340.91,332.41,323.91,315.41,306.50800000000004,306.106,305.70399999999995
1995,"Pender County, North Carolina",37141.0,557.29,495.8,423.27,395.59,349.38,290.21,243.57,240.59,"-56.83 (-60.07, -53.17)",544.992,532.694,520.396,508.09800000000007,481.29400000000004,466.788,452.28200000000004,437.776,417.734,412.198,406.662,401.126,386.34799999999996,377.106,367.864,358.622,337.54600000000005,325.712,313.878,302.044,280.882,271.554,262.226,252.898,242.974,242.378,241.78199999999998
1996,"Perquimans County, North Carolina",37143.0,510.33,471.03,419.63,399.42,369.4,332.47,291.19,291.88,"-42.81 (-49.13, -36.25)",502.47,494.61,486.75,478.89,460.75,450.47,440.19,429.91,415.588,411.54600000000005,407.504,403.46200000000005,393.41600000000005,387.412,381.408,375.404,362.014,354.62800000000004,347.24199999999996,339.85600000000005,324.21400000000006,315.95799999999997,307.702,299.446,291.328,291.466,291.604
1997,"Person County, North Carolina",37145.0,550.32,497.92,445.95,426.81,401.4,346.87,310.9,303.71,"-44.81 (-49.58, -40.00)",539.8400000000001,529.36,518.8800000000001,508.40000000000003,487.526,477.132,466.738,456.344,442.122,438.294,434.466,430.63800000000003,421.72800000000007,416.646,411.56399999999996,406.482,390.494,379.58799999999997,368.682,357.77600000000007,339.67600000000004,332.48199999999997,325.288,318.094,309.462,308.024,306.58599999999996
1998,"Pitt County, North Carolina",37147.0,574.69,521.82,444.65,418.02,373.18,318.69,262.94,255.45,"-55.55 (-58.42, -52.43)",564.1160000000001,553.542,542.9680000000001,532.3940000000001,506.3860000000001,490.95200000000006,475.51800000000003,460.08400000000006,439.324,433.99799999999993,428.672,423.346,409.052,400.084,391.116,382.148,362.28200000000004,351.384,340.486,329.588,307.54,296.39,285.24,274.09000000000003,261.442,259.94399999999996,258.44599999999997
1999,"Polk County, North Carolina",37149.0,420.94,384.36,344.12,312.5,288.17,247.58,219.94,211.64,"-49.72 (-54.35, -44.37)",413.624,406.308,398.99199999999996,391.67600000000004,376.31200000000007,368.264,360.216,352.168,337.796,331.472,325.148,318.824,307.634,302.76800000000003,297.90200000000004,293.03600000000006,280.052,271.934,263.81600000000003,255.69800000000004,242.05200000000002,236.524,230.996,225.46800000000002,218.28,216.62,214.95999999999998
2000,"Randolph County, North Carolina",37151.0,486.1,451.9,406.53,374.11,357.62,302.78,262.68,266.8,"-45.11 (-48.66, -41.43)",479.26000000000005,472.42,465.58000000000004,458.74,442.82599999999996,433.75199999999995,424.678,415.604,400.046,393.562,387.078,380.594,370.812,367.514,364.216,360.918,346.652,335.68399999999997,324.716,313.748,294.76,286.74,278.72,270.7,263.504,264.32800000000003,265.15200000000004
2001,"Richmond County, North Carolina",37153.0,610.15,568.26,517.84,498.89,466.1,412.33,370.66,364.04,"-40.34 (-44.81, -35.75)",601.772,593.394,585.016,576.638,558.176,548.092,538.008,527.9240000000001,514.0500000000001,510.26,506.47,502.68000000000006,492.33200000000005,485.774,479.216,472.6580000000001,455.34600000000006,444.59200000000004,433.83799999999997,423.08400000000006,403.99600000000004,395.662,387.32800000000003,378.994,369.336,368.01200000000006,366.688
2002,"Robeson County, North Carolina",37155.0,629.87,597.35,521.2,501.57,462.5,380.15,324.73,325.07,"-48.39 (-51.58, -45.05)",623.366,616.862,610.3580000000001,603.854,582.1200000000001,566.8900000000001,551.6600000000001,536.4300000000001,517.274,513.3480000000001,509.422,505.49600000000004,493.75600000000003,485.942,478.12800000000004,470.314,446.03,429.56,413.09,396.62,369.06600000000003,357.98199999999997,346.898,335.8140000000001,324.79800000000006,324.866,324.934
2003,"Rockingham County, North Carolina",37157.0,526.56,484.51,434.51,419.87,388.94,338.91,293.75,298.85,"-43.24 (-46.62, -39.58)",518.15,509.74,501.3299999999999,492.92,474.51,464.51,454.51,444.51,431.582,428.654,425.726,422.798,413.684,407.49800000000005,401.312,395.12600000000003,378.9340000000001,368.928,358.922,348.91600000000005,329.87800000000004,320.846,311.814,302.78200000000004,294.77,295.79,296.81
2004,"Rowan County, North Carolina",37159.0,503.65,468.95,424.46,406.13,380.81,343.57,295.3,302.14,"-40.01 (-43.79, -35.84)",496.71000000000004,489.77,482.83000000000004,475.89000000000004,460.052,451.154,442.256,433.358,420.794,417.128,413.462,409.796,401.06600000000003,396.002,390.938,385.874,373.362,365.914,358.466,351.01800000000003,333.916,324.262,314.608,304.954,296.668,298.036,299.404
2005,"Rutherford County, North Carolina",37161.0,508.56,477.21,450.16,443.7,423.65,372.82,343.43,336.53,"-33.83 (-38.32, -29.02)",502.29,496.02,489.75,483.48,471.80000000000007,466.39,460.98,455.57000000000005,448.86800000000005,447.576,446.284,444.9920000000001,439.69000000000005,435.67999999999995,431.66999999999996,427.66,413.48400000000004,403.318,393.152,382.98600000000005,366.942,361.06399999999996,355.18600000000004,349.30800000000005,342.05,340.66999999999996,339.28999999999996
2006,"Sampson County, North Carolina",37163.0,599.39,569.14,494.11,457.12,408.76,350.35,302.46,292.4,"-51.22 (-54.64, -47.57)",593.34,587.29,581.24,575.19,554.134,539.1279999999999,524.1220000000001,509.116,486.712,479.314,471.916,464.51800000000003,447.44800000000004,437.776,428.104,418.432,397.07800000000003,385.39599999999996,373.71400000000006,362.03200000000004,340.77200000000005,331.194,321.616,312.038,300.448,298.436,296.424
2007,"Scotland County, North Carolina",37165.0,675.29,615.48,516.59,501.0,467.25,385.92,330.97,327.34,"-51.53 (-55.45, -47.31)",663.328,651.366,639.404,627.442,595.702,575.924,556.146,536.368,513.4720000000001,510.35400000000004,507.236,504.11800000000005,494.25,487.5,480.75,474.0,450.98400000000004,434.71799999999996,418.452,402.18600000000004,374.93000000000006,363.94,352.95000000000005,341.96000000000004,330.244,329.51800000000003,328.792
2008,"Stanly County, North Carolina",37167.0,556.2,510.39,456.85,452.12,427.39,372.1,326.36,327.52,"-41.11 (-45.41, -36.75)",547.038,537.876,528.7139999999999,519.552,499.682,488.974,478.266,467.558,455.904,454.958,454.012,453.06600000000003,447.17400000000004,442.228,437.282,432.336,416.33200000000005,405.274,394.216,383.158,362.952,353.80400000000003,344.656,335.50800000000004,326.59200000000004,326.824,327.056
2009,"Stokes County, North Carolina",37169.0,506.37,475.68,423.36,403.6,383.05,331.05,293.44,293.98,"-41.94 (-46.43, -37.47)",500.232,494.09400000000005,487.956,481.81800000000004,465.21600000000007,454.75200000000007,444.288,433.82400000000007,419.4080000000001,415.456,411.504,407.5520000000001,399.49000000000007,395.38,391.27000000000004,387.16,372.65,362.25,351.85,341.45000000000005,323.528,316.006,308.48400000000004,300.962,293.548,293.656,293.764
2010,"Surry County, North Carolina",37171.0,481.92,450.06,401.31,388.33,350.44,317.85,275.49,270.4,"-43.89 (-47.74, -39.66)",475.54800000000006,469.176,462.80400000000003,456.432,440.31,430.56,420.81,411.06,398.714,396.118,393.522,390.926,380.752,373.174,365.596,358.01800000000003,343.922,337.404,330.886,324.36800000000005,309.37800000000004,300.906,292.434,283.96200000000005,274.47200000000004,273.454,272.436
2011,"Swain County, North Carolina",37173.0,553.23,533.72,479.48,466.0,437.56,391.57,340.73,336.64,"-39.15 (-45.04, -32.85)",549.3280000000001,545.426,541.5240000000001,537.6220000000001,522.8720000000001,512.0240000000001,501.17600000000004,490.3280000000001,476.78400000000005,474.08799999999997,471.392,468.696,460.312,454.62399999999997,448.93600000000004,443.248,428.362,419.164,409.966,400.76800000000003,381.40200000000004,371.234,361.06600000000003,350.898,339.91200000000003,339.09400000000005,338.27599999999995
2012,"Transylvania County, North Carolina",37175.0,386.8,353.64,312.02,294.77,272.4,232.69,204.11,203.22,"-47.46 (-52.08, -42.39)",380.16800000000006,373.53599999999994,366.904,360.272,345.316,336.99199999999996,328.668,320.344,308.57,305.12,301.66999999999996,298.22,290.296,285.822,281.34799999999996,276.87399999999997,264.45799999999997,256.51599999999996,248.574,240.632,226.97400000000002,221.258,215.54200000000003,209.82600000000002,203.93200000000002,203.75400000000002,203.576
2013,"Tyrrell County, North Carolina",37177.0,536.9,497.8,437.26,411.97,389.15,328.92,288.2,274.45,"-48.88 (-55.15, -42.28)",529.0799999999999,521.26,513.44,505.62,485.692,473.584,461.476,449.368,432.202,427.144,422.086,417.028,407.406,402.842,398.278,393.714,377.104,365.058,353.012,340.966,320.776,312.632,304.488,296.344,285.45,282.7,279.95
2014,"Union County, North Carolina",37179.0,562.17,510.14,441.04,401.93,360.46,289.99,249.23,242.19,"-56.92 (-59.82, -53.92)",551.764,541.358,530.952,520.546,496.32000000000005,482.5,468.68000000000006,454.86000000000007,433.2180000000001,425.3960000000001,417.574,409.75200000000007,393.636,385.342,377.048,368.754,346.366,332.272,318.178,304.084,281.838,273.68600000000004,265.534,257.382,247.822,246.414,245.006
2015,"Vance County, North Carolina",37181.0,657.74,594.19,526.76,497.9,447.77,388.86,323.91,318.5,"-51.58 (-55.23, -47.60)",645.03,632.32,619.61,606.9000000000001,580.7040000000001,567.2180000000001,553.732,540.2460000000001,520.988,515.216,509.44399999999996,503.672,487.874,477.84799999999996,467.822,457.796,435.988,424.206,412.424,400.64200000000005,375.87,362.88,349.89,336.90000000000003,322.82800000000003,321.746,320.664
2016,"Wake County, North Carolina",37183.0,504.79,451.65,381.0,345.88,317.54,256.63,212.93,205.72,"-59.25 (-61.25, -57.04)",494.16200000000003,483.534,472.90599999999995,462.278,437.52,423.39,409.26,395.13,373.976,366.952,359.928,352.904,340.212,334.544,328.876,323.208,305.35800000000006,293.176,280.994,268.812,247.89000000000001,239.14999999999998,230.41,221.67000000000002,211.48800000000003,210.046,208.60399999999998
2017,"Warren County, North Carolina",37185.0,542.67,494.53,433.25,397.22,362.16,308.05,267.6,265.86,"-51.01 (-55.33, -46.40)",533.0419999999999,523.414,513.786,504.158,482.274,470.018,457.762,445.50600000000003,426.04400000000004,418.838,411.632,404.42600000000004,390.2080000000001,383.196,376.1840000000001,369.172,351.338,340.516,329.694,318.872,299.96000000000004,291.87,283.78000000000003,275.69000000000005,267.25200000000007,266.904,266.55600000000004
2018,"Washington County, North Carolina",37187.0,572.9,525.51,466.23,450.96,425.69,361.05,315.58,306.41,"-46.52 (-51.63, -41.28)",563.422,553.944,544.466,534.988,513.654,501.798,489.942,478.086,463.17600000000004,460.122,457.068,454.014,445.90600000000006,440.852,435.798,430.744,412.76200000000006,399.834,386.906,373.97800000000007,351.956,342.86199999999997,333.76800000000003,324.674,313.746,311.91200000000003,310.078
2019,"Watauga County, North Carolina",37189.0,423.52,390.06,345.12,323.31,297.51,253.38,218.4,211.25,"-50.12 (-54.38, -45.55)",416.82800000000003,410.13599999999997,403.444,396.752,381.072,372.084,363.096,354.108,340.75800000000004,336.396,332.034,327.672,318.15000000000003,312.99,307.83000000000004,302.67,288.684,279.858,271.032,262.206,246.38400000000001,239.388,232.392,225.39600000000002,216.97000000000003,215.54,214.11
2020,"Wayne County, North Carolina",37191.0,649.53,601.33,509.71,454.58,425.7,343.52,288.61,282.47,"-56.51 (-59.12, -53.50)",639.8900000000001,630.25,620.61,610.97,583.0060000000001,564.682,546.358,528.0340000000001,498.684,487.65799999999996,476.632,465.606,448.804,443.028,437.25199999999995,431.476,409.264,392.828,376.392,359.95599999999996,332.538,321.55600000000004,310.57399999999996,299.59200000000004,287.38200000000006,286.154,284.92600000000004
2021,"Wilkes County, North Carolina",37193.0,514.93,463.43,409.21,381.22,352.0,295.99,257.62,244.16,"-52.58 (-56.22, -49.19)",504.63,494.33,484.03,473.73,452.586,441.74199999999996,430.898,420.054,403.612,398.014,392.416,386.81800000000004,375.3760000000001,369.53200000000004,363.688,357.84400000000005,340.798,329.596,318.394,307.192,288.31600000000003,280.642,272.968,265.294,254.928,252.236,249.54399999999998
2022,"Wilson County, North Carolina",37195.0,609.89,551.87,483.66,450.98,396.48,340.2,283.73,270.76,"-55.61 (-58.42, -52.37)",598.2860000000001,586.682,575.078,563.474,538.2280000000001,524.586,510.9440000000001,497.3020000000001,477.1240000000001,470.5880000000001,464.052,457.5160000000001,440.08000000000004,429.18000000000006,418.28000000000003,407.38000000000005,385.22400000000005,373.968,362.712,351.456,328.90600000000006,317.61199999999997,306.318,295.02400000000006,281.136,278.54200000000003,275.948
2023,"Yadkin County, North Carolina",37197.0,466.88,441.19,393.01,371.64,357.48,310.81,277.67,278.89,"-40.26 (-45.23, -34.78)",461.742,456.604,451.466,446.328,431.554,421.918,412.282,402.646,388.736,384.462,380.188,375.914,368.808,365.976,363.144,360.312,348.1460000000001,338.812,329.478,320.144,304.182,297.554,290.92600000000004,284.298,277.91400000000004,278.158,278.402
2024,"Yancey County, North Carolina",37199.0,386.12,367.03,329.14,316.83,310.45,274.2,241.96,238.79,"-38.16 (-44.15, -31.55)",382.302,378.484,374.666,370.84799999999996,359.452,351.874,344.29599999999994,336.718,326.678,324.216,321.754,319.29200000000003,315.554,314.278,313.00199999999995,311.726,303.20000000000005,295.95,288.7,281.45000000000005,267.752,261.304,254.856,248.40800000000002,241.32600000000002,240.692,240.058
2025,North Dakota,38.0,438.17,403.29,356.52,337.63,312.52,269.58,235.54,233.41,"-46.73 (-48.25, -45.22)",431.1940000000001,424.218,417.242,410.2660000000001,393.93600000000004,384.582,375.228,365.874,352.742,348.96399999999994,345.18600000000004,341.408,332.608,327.586,322.56399999999996,317.542,303.932,295.34399999999994,286.756,278.168,262.772,255.964,249.15599999999998,242.348,235.11400000000003,234.688,234.262
2026,"Adams County, North Dakota",38001.0,426.26,391.42,346.46,327.01,302.08,260.13,223.78,231.17,"-45.77 (-51.66, -38.81)",419.29200000000003,412.32399999999996,405.356,398.38800000000003,382.428,373.43600000000004,364.44399999999996,355.452,342.57,338.67999999999995,334.78999999999996,330.9,322.024,317.038,312.052,307.066,293.69,285.3,276.90999999999997,268.52,252.86,245.59,238.32,231.05,225.258,226.736,228.214
2027,"Barnes County, North Dakota",38003.0,436.22,405.32,358.65,339.86,306.58,269.99,232.52,231.41,"-46.95 (-52.13, -41.33)",430.0400000000001,423.86,417.68,411.50000000000006,395.98600000000005,386.652,377.318,367.98400000000004,354.89200000000005,351.134,347.376,343.61800000000005,333.20400000000006,326.548,319.892,313.236,299.262,291.94399999999996,284.626,277.308,262.49600000000004,255.002,247.508,240.014,232.29800000000003,232.07600000000002,231.854
2028,"Benson County, North Dakota",38005.0,398.91,386.55,360.8,369.33,363.49,330.47,300.03,309.79,"-22.34 (-30.95, -12.42)",396.43800000000005,393.966,391.494,389.02200000000005,381.40000000000003,376.25,371.1,365.95000000000005,362.50600000000003,364.212,365.918,367.624,368.16200000000003,366.994,365.826,364.658,356.886,350.28200000000004,343.678,337.07400000000007,324.38200000000006,318.294,312.206,306.118,301.982,303.93399999999997,305.88599999999997
2029,"Billings County, North Dakota",38007.0,225.48,220.8,190.26,173.0,170.34,145.1,123.44,126.68,"-43.82 (-55.73, -29.93)",224.544,223.608,222.672,221.73600000000002,214.692,208.584,202.476,196.368,186.808,183.356,179.904,176.452,172.46800000000002,171.936,171.404,170.872,165.29200000000003,160.244,155.196,150.148,140.768,136.43599999999998,132.10399999999998,127.772,124.08800000000001,124.73599999999999,125.384
2030,"Bottineau County, North Dakota",38009.0,445.66,402.58,354.91,337.8,307.03,260.63,227.81,219.93,"-50.65 (-56.48, -44.54)",437.04400000000004,428.428,419.812,411.196,393.04600000000005,383.512,373.978,364.4440000000001,351.48800000000006,348.06600000000003,344.644,341.22200000000004,331.646,325.492,319.33799999999997,313.18399999999997,297.75,288.47,279.19,269.91,254.06600000000003,247.502,240.93800000000002,234.37400000000002,226.23400000000004,224.65800000000002,223.082
2031,"Bowman County, North Dakota",38011.0,456.59,429.19,384.64,373.68,356.51,323.41,285.2,279.19,"-38.85 (-48.52, -26.65)",451.11,445.63,440.15,434.67,420.28000000000003,411.37,402.46000000000004,393.55,382.448,380.256,378.06399999999996,375.872,370.24600000000004,366.812,363.378,359.944,349.89000000000004,343.27,336.65000000000003,330.03000000000003,315.76800000000003,308.12600000000003,300.484,292.842,283.998,282.796,281.594
2032,"Burke County, North Dakota",38013.0,386.03,356.59,318.34,302.61,280.64,249.83,213.66,214.89,"-44.33 (-53.69, -32.73)",380.142,374.25399999999996,368.366,362.478,348.94,341.28999999999996,333.64,325.99,315.194,312.048,308.902,305.75600000000003,298.216,293.822,289.428,285.034,274.478,268.31600000000003,262.154,255.99200000000002,242.59600000000003,235.362,228.12800000000001,220.894,213.906,214.152,214.398
2033,"Burleigh County, North Dakota",38015.0,404.55,361.35,322.49,307.83,287.06,238.3,208.74,205.94,"-49.09 (-53.00, -44.97)",395.9100000000001,387.27,378.63,369.99000000000007,353.57800000000003,345.80600000000004,338.034,330.26200000000006,319.558,316.626,313.69399999999996,310.762,303.67600000000004,299.522,295.368,291.21400000000006,277.30800000000005,267.556,257.804,248.05200000000002,232.38800000000003,226.476,220.56400000000002,214.65200000000002,208.18,207.62,207.06
2034,"Cass County, North Dakota",38017.0,428.83,390.57,345.03,317.89,282.28,235.8,207.48,206.98,"-51.73 (-54.79, -48.13)",421.178,413.526,405.874,398.22200000000004,381.462,372.354,363.246,354.13800000000003,339.602,334.174,328.746,323.318,310.76800000000003,303.64599999999996,296.524,289.402,272.984,263.688,254.392,245.096,230.13600000000002,224.47199999999998,218.808,213.144,207.38,207.27999999999997,207.18
2035,"Cavalier County, North Dakota",38019.0,521.29,472.37,403.26,375.55,341.89,278.92,234.59,228.85,"-56.10 (-61.05, -50.10)",511.506,501.722,491.938,482.154,458.548,444.726,430.904,417.082,397.718,392.176,386.634,381.092,368.818,362.086,355.354,348.622,329.296,316.702,304.108,291.514,270.05400000000003,261.188,252.322,243.45600000000002,233.44200000000004,232.29399999999998,231.14600000000002
2036,"Dickey County, North Dakota",38021.0,469.31,430.53,379.27,348.57,316.14,278.39,234.46,232.07,"-50.55 (-55.86, -44.38)",461.55400000000003,453.798,446.04200000000003,438.286,420.27799999999996,410.02599999999995,399.774,389.522,373.13,366.99,360.85,354.71,342.084,335.598,329.11199999999997,322.626,308.59000000000003,301.03999999999996,293.49,285.94,269.604,260.818,252.03199999999998,243.246,233.98200000000003,233.504,233.026
2037,"Divide County, North Dakota",38023.0,374.79,338.69,289.19,273.87,252.06,218.05,202.66,198.15,"-47.13 (-57.66, -33.44)",367.57000000000005,360.35,353.13,345.91,328.79,318.89,308.99,299.09000000000003,286.126,283.062,279.998,276.934,269.50800000000004,265.146,260.784,256.422,245.25800000000004,238.45600000000002,231.65400000000002,224.85200000000003,214.97200000000004,211.894,208.816,205.73800000000003,201.758,200.856,199.954
2038,"Dunn County, North Dakota",38025.0,431.81,403.69,365.11,351.69,333.89,306.3,262.45,260.81,"-39.60 (-49.26, -28.62)",426.18600000000004,420.562,414.938,409.314,395.974,388.25800000000004,380.54200000000003,372.826,362.42600000000004,359.742,357.058,354.374,348.13000000000005,344.57,341.01,337.45000000000005,328.372,322.854,317.336,311.81800000000004,297.53000000000003,288.76,279.99,271.22,262.122,261.794,261.466
2039,"Eddy County, North Dakota",38027.0,439.84,417.22,375.96,359.65,345.1,300.44,263.86,277.18,"-36.98 (-45.14, -27.97)",435.31600000000003,430.79200000000003,426.26800000000003,421.7440000000001,408.9680000000001,400.716,392.46400000000006,384.212,372.698,369.436,366.174,362.912,356.74,353.83000000000004,350.91999999999996,348.01000000000005,336.16800000000006,327.236,318.304,309.372,293.124,285.808,278.492,271.17600000000004,266.524,269.188,271.852
2040,"Emmons County, North Dakota",38029.0,390.66,373.76,335.53,327.52,312.48,266.86,235.63,239.65,"-38.65 (-45.05, -31.81)",387.28000000000003,383.9,380.52,377.14,366.114,358.46799999999996,350.822,343.176,333.928,332.326,330.72399999999993,329.122,324.51200000000006,321.504,318.496,315.48800000000006,303.35600000000005,294.232,285.10800000000006,275.98400000000004,260.61400000000003,254.36800000000002,248.122,241.87600000000003,236.43400000000003,237.238,238.042
2041,"Foster County, North Dakota",38031.0,498.57,468.32,417.82,389.59,358.83,314.47,275.33,274.87,"-44.87 (-51.51, -37.53)",492.52,486.47,480.41999999999996,474.37,458.22,448.12,438.02,427.92,412.17400000000004,406.528,400.88199999999995,395.23600000000005,383.43800000000005,377.28599999999994,371.134,364.982,349.958,341.086,332.21400000000006,323.34200000000004,306.64200000000005,298.814,290.986,283.158,275.238,275.14599999999996,275.054
2042,"Golden Valley County, North Dakota",38033.0,356.65,332.82,300.06,274.68,247.34,221.88,193.74,198.44,"-44.36 (-54.49, -32.79)",351.884,347.118,342.352,337.586,326.26800000000003,319.716,313.164,306.612,294.98400000000004,289.908,284.832,279.75600000000003,269.21200000000005,263.744,258.276,252.80800000000002,242.24800000000002,237.156,232.064,226.97200000000004,216.252,210.624,204.996,199.36800000000002,194.68,195.62,196.56
2043,"Grand Forks County, North Dakota",38035.0,437.74,412.93,356.79,334.4,312.97,266.94,239.15,237.24,"-45.80 (-49.90, -41.31)",432.778,427.81600000000003,422.854,417.89200000000005,401.70200000000006,390.474,379.24600000000004,368.01800000000003,352.312,347.834,343.356,338.878,330.114,325.828,321.54200000000003,317.25600000000003,303.764,294.558,285.352,276.146,261.382,255.824,250.26600000000002,244.70800000000003,238.76800000000003,238.38600000000002,238.00400000000002
2044,"Grant County, North Dakota",38037.0,405.43,375.16,333.59,328.37,318.64,273.24,230.14,234.4,"-42.18 (-52.27, -30.44)",399.3760000000001,393.322,387.26800000000003,381.21400000000006,366.84600000000006,358.53200000000004,350.21799999999996,341.904,332.54600000000005,331.50199999999995,330.45799999999997,329.41400000000004,326.42400000000004,324.478,322.53200000000004,320.586,309.56,300.48,291.4,282.32,264.62,256.0,247.38,238.76,230.992,231.844,232.69599999999997
2045,"Griggs County, North Dakota",38039.0,443.25,410.51,362.93,341.42,315.01,276.66,239.33,243.74,"-45.01 (-51.87, -37.39)",436.702,430.154,423.606,417.058,400.994,391.47799999999995,381.962,372.446,358.628,354.326,350.024,345.72200000000004,336.13800000000003,330.856,325.574,320.29200000000003,307.34000000000003,299.67,292.0,284.33000000000004,269.194,261.728,254.26200000000003,246.79600000000005,240.21200000000005,241.09400000000002,241.976
2046,"Hettinger County, North Dakota",38041.0,425.52,382.28,330.38,316.13,298.08,272.95,226.74,214.75,"-49.53 (-58.87, -38.25)",416.872,408.224,399.57599999999996,390.928,371.90000000000003,361.52,351.14,340.76000000000005,327.53000000000003,324.67999999999995,321.83000000000004,318.98,312.52,308.90999999999997,305.29999999999995,301.69,293.054,288.028,283.00199999999995,277.976,263.708,254.466,245.22400000000002,235.98200000000003,224.34200000000004,221.94400000000002,219.546
2047,"Kidder County, North Dakota",38043.0,382.59,353.91,315.89,302.14,282.99,236.9,207.01,212.06,"-44.57 (-51.44, -36.90)",376.85400000000004,371.118,365.382,359.6460000000001,346.30600000000004,338.702,331.098,323.494,313.14,310.39,307.64,304.89,298.31,294.48,290.65,286.82000000000005,273.77200000000005,264.55400000000003,255.336,246.11800000000002,230.92200000000003,224.944,218.966,212.988,208.02,209.03,210.04
2048,"LaMoure County, North Dakota",38045.0,424.87,381.84,329.44,307.82,277.55,231.01,195.55,189.56,"-55.38 (-60.13, -49.88)",416.264,407.658,399.052,390.44599999999997,371.36,360.88,350.4,339.92,325.11600000000004,320.792,316.46799999999996,312.144,301.766,295.712,289.658,283.60400000000004,268.242,258.93399999999997,249.626,240.31799999999998,223.918,216.82600000000002,209.73399999999998,202.64200000000002,194.35200000000003,193.154,191.95600000000002
2049,"Logan County, North Dakota",38047.0,374.01,339.51,298.65,284.27,272.58,237.76,203.42,207.41,"-44.54 (-52.98, -36.13)",367.11,360.21,353.31,346.41,331.338,323.166,314.99399999999997,306.822,295.774,292.89799999999997,290.022,287.146,281.932,279.594,277.256,274.918,265.616,258.652,251.688,244.724,230.892,224.02399999999997,217.156,210.28799999999998,204.218,205.016,205.814
2050,"McHenry County, North Dakota",38049.0,429.57,392.44,346.17,331.55,308.9,264.8,218.76,217.39,"-49.39 (-54.91, -43.06)",422.144,414.71799999999996,407.29200000000003,399.866,383.18600000000004,373.932,364.678,355.42400000000004,343.24600000000004,340.322,337.398,334.47400000000005,327.02,322.49,317.96,313.43,300.08000000000004,291.26,282.44,273.62,255.59200000000004,246.38400000000001,237.17600000000002,227.96800000000002,218.48600000000002,218.212,217.938
2051,"McIntosh County, North Dakota",38051.0,409.23,379.95,337.36,322.4,301.74,260.55,225.76,221.69,"-45.83 (-50.97, -40.15)",403.374,397.51800000000003,391.66200000000003,385.806,371.432,362.914,354.39599999999996,345.87800000000004,334.36800000000005,331.376,328.384,325.39200000000005,318.26800000000003,314.13599999999997,310.004,305.872,293.502,285.264,277.026,268.788,253.59200000000004,246.63400000000001,239.676,232.71800000000002,224.946,224.132,223.31799999999998
